User,times,health_values,amm_prices,lower_band,upper_band,user_state
0xda9550086Cd641F515654a857Dd357E982589CFD,17637897,9.662096621928217,29964.84338962989,29012.41054627752,28435.063576406596,0.0
0xda9550086Cd641F515654a857Dd357E982589CFD,17639097,9.073980348854569,30297.771254432326,29012.41054627752,28435.063576406596,0.0
0xda9550086Cd641F515654a857Dd357E982589CFD,17640297,9.50213792029714,30168.957357906886,29012.41054627752,28435.063576406596,0.0
0xda9550086Cd641F515654a857Dd357E982589CFD,17641498,9.406694212515074,30089.062025336756,29012.41054627752,28435.063576406596,0.0
0xda9550086Cd641F515654a857Dd357E982589CFD,17642698,10.193261899681222,30525.689343273494,29012.41054627752,28435.063576406596,0.0
0xda9550086Cd641F515654a857Dd357E982589CFD,17643898,9.628016458511409,30027.51763661905,29012.41054627752,28435.063576406596,0.0
0xda9550086Cd641F515654a857Dd357E982589CFD,17645099,10.009315094528896,30317.904483161103,29012.41054627752,28435.063576406596,0.0
0xda9550086Cd641F515654a857Dd357E982589CFD,17646299,10.20045466123963,30464.21046140898,29012.41054627752,28435.063576406596,0.0
0xda9550086Cd641F515654a857Dd357E982589CFD,17647499,9.66980278131621,30040.15258661179,29012.41054627752,28435.063576406596,0.0
0xda9550086Cd641F515654a857Dd357E982589CFD,17648700,9.856012791634827,30181.697558998992,29012.41054627752,28435.063576406596,0.0
0xda9550086Cd641F515654a857Dd357E982589CFD,17649900,9.641363556188939,30017.427592029297,29012.41054627752,28435.063576406596,0.0
0xda9550086Cd641F515654a857Dd357E982589CFD,17651100,9.745680894578033,30096.641928012345,29012.41054627752,28435.063576406596,0.0
0xda9550086Cd641F515654a857Dd357E982589CFD,17652301,9.712650961067055,30257.503320032454,29012.41054627752,28435.063576406596,0.0
0xda9550086Cd641F515654a857Dd357E982589CFD,17653501,10.062076284845853,30449.788193181637,29012.41054627752,28435.063576406596,0.0
0xda9550086Cd641F515654a857Dd357E982589CFD,17654701,9.999176295863046,30401.61800958056,29012.41054627752,28435.063576406596,0.0
0xda9550086Cd641F515654a857Dd357E982589CFD,17655902,9.996607236780159,30399.706600240377,29012.41054627752,28435.063576406596,0.0
0xda9550086Cd641F515654a857Dd357E982589CFD,17657102,10.128013932011921,30500.57460443145,29012.41054627752,28435.063576406596,0.0
0xda9550086Cd641F515654a857Dd357E982589CFD,17658302,9.84667746531516,30285.0854871381,29012.41054627752,28435.063576406596,0.0
0xda9550086Cd641F515654a857Dd357E982589CFD,17659503,9.436563000483734,29972.75525275744,29012.41054627752,28435.063576406596,0.0
0xda9550086Cd641F515654a857Dd357E982589CFD,17660703,9.576175375625091,30277.72725215412,29012.41054627752,28435.063576406596,0.0
0xda9550086Cd641F515654a857Dd357E982589CFD,17661903,9.348744829183238,30104.55582199416,29012.41054627752,28435.063576406596,0.0
0xda9550086Cd641F515654a857Dd357E982589CFD,17663104,9.636359485136623,30323.808700809088,29012.41054627752,28435.063576406596,0.0
0xda9550086Cd641F515654a857Dd357E982589CFD,17664304,10.055974519459676,30558.397616115028,29012.41054627752,28435.063576406596,0.0
0xda9550086Cd641F515654a857Dd357E982589CFD,17665504,11.324480059810396,30987.284000203563,29012.41054627752,28435.063576406596,0.0
0xda9550086Cd641F515654a857Dd357E982589CFD,17666705,10.37887267807716,30321.16041404543,29012.41054627752,28435.063576406596,0.0
0xda9550086Cd641F515654a857Dd357E982589CFD,17667905,10.66217333588101,30537.112402428284,29012.41054627752,28435.063576406596,0.0
0xda9550086Cd641F515654a857Dd357E982589CFD,17669105,11.097844763018825,30721.559036688977,29012.41054627752,28435.063576406596,0.0
0xda9550086Cd641F515654a857Dd357E982589CFD,17670306,10.390972789388126,30245.459700597392,29012.41054627752,28435.063576406596,0.0
0xda9550086Cd641F515654a857Dd357E982589CFD,17671506,11.184553586805826,30851.021962746872,29012.41054627752,28435.063576406596,0.0
0xda9550086Cd641F515654a857Dd357E982589CFD,17672706,11.095888134469584,30783.447047519305,29012.41054627752,28435.063576406596,0.0
0xda9550086Cd641F515654a857Dd357E982589CFD,17673907,11.248672627688784,30795.62326074801,29012.41054627752,28435.063576406596,0.0
0xda9550086Cd641F515654a857Dd357E982589CFD,17675107,11.175697117334181,30740.104488485358,29012.41054627752,28435.063576406596,0.0
0xda9550086Cd641F515654a857Dd357E982589CFD,17676307,11.828545347005269,30961.229946012427,29012.41054627752,28435.063576406596,0.0
0xda9550086Cd641F515654a857Dd357E982589CFD,17677508,11.8883559241071,31007.542779218835,29012.41054627752,28435.063576406596,0.0
0xda9550086Cd641F515654a857Dd357E982589CFD,17678708,10.908499220378232,30266.92137209574,29012.41054627752,28435.063576406596,0.0
0xda9550086Cd641F515654a857Dd357E982589CFD,17679908,9.969433412936356,30031.797636306426,29012.41054627752,28435.063576406596,0.0
0xda9550086Cd641F515654a857Dd357E982589CFD,17681109,10.361079633176146,30362.403836736208,29012.41054627752,28435.063576406596,0.0
0xda9550086Cd641F515654a857Dd357E982589CFD,17682309,10.008005203915122,30095.27725212969,29012.41054627752,28435.063576406596,0.0
0xda9550086Cd641F515654a857Dd357E982589CFD,17683509,10.29349670408745,30311.975865939534,29012.41054627752,28435.063576406596,0.0
0xda9550086Cd641F515654a857Dd357E982589CFD,17684710,10.934979472720777,30662.010692640102,29012.41054627752,28435.063576406596,0.0
0xda9550086Cd641F515654a857Dd357E982589CFD,17685910,12.482814048885587,30900.013744813932,29012.41054627752,28435.063576406596,0.0
0xda9550086Cd641F515654a857Dd357E982589CFD,17687110,14.920913873573014,32304.4276620254,29012.41054627752,28435.063576406596,0.0
0xda9550086Cd641F515654a857Dd357E982589CFD,17688311,24.99612652153073,32169.73551894607,26771.047904142222,26238.30405084979,0.0
0xda9550086Cd641F515654a857Dd357E982589CFD,17689511,24.663789581143224,31931.62483298604,26771.047904142222,26238.30405084979,0.0
0xda9550086Cd641F515654a857Dd357E982589CFD,17690711,23.935260767888845,31412.858522007555,26771.047904142222,26238.30405084979,0.0
0xda9550086Cd641F515654a857Dd357E982589CFD,17691912,23.564278387943162,31151.27399610391,26771.047904142222,26238.30405084979,0.0
0xda9550086Cd641F515654a857Dd357E982589CFD,17693112,23.502127928509953,31108.30965593612,26771.047904142222,26238.30405084979,0.0
0xda9550086Cd641F515654a857Dd357E982589CFD,17694312,19.42861446976745,30323.49621459452,26771.047904142222,26238.30405084979,0.0
0xda9550086Cd641F515654a857Dd357E982589CFD,17695513,19.863711012758394,30495.02387841121,26771.047904142222,26238.30405084979,0.0
0xda9550086Cd641F515654a857Dd357E982589CFD,17696713,19.929257046944194,30470.993747824883,26771.047904142222,26238.30405084979,0.0
0xda9550086Cd641F515654a857Dd357E982589CFD,17697913,20.081583583204196,30496.300164135107,26771.047904142222,26238.30405084979,0.0
0xda9550086Cd641F515654a857Dd357E982589CFD,17699114,20.00545345308851,30443.24064384352,26771.047904142222,26238.30405084979,0.0
0xda9550086Cd641F515654a857Dd357E982589CFD,17700314,19.85429838506639,30337.24159398777,26771.047904142222,26238.30405084979,0.0
0xda9550086Cd641F515654a857Dd357E982589CFD,17701514,19.753318968973716,30266.843855321284,26771.047904142222,26238.30405084979,0.0
0xda9550086Cd641F515654a857Dd357E982589CFD,17702715,19.989850405571396,30434.75621099488,26771.047904142222,26238.30405084979,0.0
0xda9550086Cd641F515654a857Dd357E982589CFD,17703915,19.363910265222277,30068.642944093775,26771.047904142222,26238.30405084979,0.0
0xda9550086Cd641F515654a857Dd357E982589CFD,17705115,19.731242304910808,30328.379450566048,26771.047904142222,26238.30405084979,0.0
0xda9550086Cd641F515654a857Dd357E982589CFD,17706316,19.92428544658161,30465.884166039625,26771.047904142222,26238.30405084979,0.0
0xda9550086Cd641F515654a857Dd357E982589CFD,17707516,20.19689972337819,30580.147729433535,26771.047904142222,26238.30405084979,0.0
0xda9550086Cd641F515654a857Dd357E982589CFD,17708716,19.736453284273722,30255.34149981481,26771.047904142222,26238.30405084979,0.0
0xda9550086Cd641F515654a857Dd357E982589CFD,17709917,19.834206691393653,30325.112779360403,26771.047904142222,26238.30405084979,0.0
0xda9550086Cd641F515654a857Dd357E982589CFD,17711117,19.97185729797136,30423.200287350017,26771.047904142222,26238.30405084979,0.0
0xda9550086Cd641F515654a857Dd357E982589CFD,17712317,19.36493314577643,29996.743699170704,26771.047904142222,26238.30405084979,0.0
0xda9550086Cd641F515654a857Dd357E982589CFD,17713518,19.583548509414076,30339.765392960813,26771.047904142222,26238.30405084979,0.0
0xda9550086Cd641F515654a857Dd357E982589CFD,17714718,18.762935273587562,29895.973838842936,26771.047904142222,26238.30405084979,0.0
0xda9550086Cd641F515654a857Dd357E982589CFD,17715918,19.508259331498465,30449.799784968847,26771.047904142222,26238.30405084979,0.0
0xda9550086Cd641F515654a857Dd357E982589CFD,17717119,19.309579327581357,30237.451527294324,26771.047904142222,26238.30405084979,0.0
0xda9550086Cd641F515654a857Dd357E982589CFD,17718319,18.859289121297586,29922.11834092479,26771.047904142222,26238.30405084979,0.0
0xda9550086Cd641F515654a857Dd357E982589CFD,17719519,18.463935049789974,29866.17287646636,26771.047904142222,26238.30405084979,0.0
0xda9550086Cd641F515654a857Dd357E982589CFD,17720720,18.002856995587706,29788.721376004374,26771.047904142222,26238.30405084979,0.0
0xda9550086Cd641F515654a857Dd357E982589CFD,17721920,17.84512771249787,29961.020451021046,26771.047904142222,26238.30405084979,0.0
0xda9550086Cd641F515654a857Dd357E982589CFD,17723120,17.773404243925516,29797.314359359447,26771.047904142222,26238.30405084979,0.0
0xda9550086Cd641F515654a857Dd357E982589CFD,17724321,18.643381627561723,30152.24382835839,26771.047904142222,26238.30405084979,0.0
0xda9550086Cd641F515654a857Dd357E982589CFD,17725521,18.895359780746666,30242.202625697373,26771.047904142222,26238.30405084979,0.0
0xda9550086Cd641F515654a857Dd357E982589CFD,17726721,18.511705119695932,29971.519329575935,26771.047904142222,26238.30405084979,0.0
0xda9550086Cd641F515654a857Dd357E982589CFD,17727922,18.127861609582798,29702.2240297576,26771.047904142222,26238.30405084979,0.0
0xda9550086Cd641F515654a857Dd357E982589CFD,17729122,18.498444663765188,30073.77157492972,26771.047904142222,26238.30405084979,0.0
0xda9550086Cd641F515654a857Dd357E982589CFD,17730322,18.125119353344147,29810.459041435166,26771.047904142222,26238.30405084979,0.0
0xda9550086Cd641F515654a857Dd357E982589CFD,17731523,18.554601283842285,30113.764481380556,26771.047904142222,26238.30405084979,0.0
0xda9550086Cd641F515654a857Dd357E982589CFD,17732723,19.008431357210068,30322.33869317492,26771.047904142222,26238.30405084979,0.0
0xda9550086Cd641F515654a857Dd357E982589CFD,17733923,20.087218058982163,30551.59192553424,26771.047904142222,26238.30405084979,0.0
0xda9550086Cd641F515654a857Dd357E982589CFD,17735124,18.086271313505296,29562.105775107044,26771.047904142222,26238.30405084979,0.0
0xda9550086Cd641F515654a857Dd357E982589CFD,17736324,17.31410528845479,29460.53535304078,26771.047904142222,26238.30405084979,0.0
0xda9550086Cd641F515654a857Dd357E982589CFD,17737524,17.85627966277028,29889.555954224772,26771.047904142222,26238.30405084979,0.0
0xda9550086Cd641F515654a857Dd357E982589CFD,17738725,18.138991852217224,30089.291296664233,26771.047904142222,26238.30405084979,0.0
0xda9550086Cd641F515654a857Dd357E982589CFD,17739925,17.728477055900406,29800.174662561894,26771.047904142222,26238.30405084979,0.0
0xda9550086Cd641F515654a857Dd357E982589CFD,17741125,17.48295725326176,29628.2452869951,26771.047904142222,26238.30405084979,0.0
0xda9550086Cd641F515654a857Dd357E982589CFD,17742326,17.730983217728728,29802.42462426091,26771.047904142222,26238.30405084979,0.0
0xda9550086Cd641F515654a857Dd357E982589CFD,17743526,18.383625430061727,30142.2242243305,26771.047904142222,26238.30405084979,0.0
0xda9550086Cd641F515654a857Dd357E982589CFD,17744726,18.138004545891455,29968.97467994706,26771.047904142222,26238.30405084979,0.0
0xda9550086Cd641F515654a857Dd357E982589CFD,17745927,18.28697137432517,30074.39141726735,26771.047904142222,26238.30405084979,0.0
0xda9550086Cd641F515654a857Dd357E982589CFD,17747127,18.05098734289377,29908.338542809466,26771.047904142222,26238.30405084979,0.0
0xda9550086Cd641F515654a857Dd357E982589CFD,17748327,18.081861685400433,29930.44063156177,26771.047904142222,26238.30405084979,0.0
0xda9550086Cd641F515654a857Dd357E982589CFD,17749528,17.87605915727872,29786.085174865402,26771.047904142222,26238.30405084979,0.0
0xda9550086Cd641F515654a857Dd357E982589CFD,17750728,17.75332131272671,29700.36372139913,26771.047904142222,26238.30405084979,0.0
0xda9550086Cd641F515654a857Dd357E982589CFD,17751928,17.40222967937472,29455.387213137874,26771.047904142222,26238.30405084979,0.0
0xda9550086Cd641F515654a857Dd357E982589CFD,17753129,17.85362433655024,30089.906819364405,26771.047904142222,26238.30405084979,0.0
0xda9550086Cd641F515654a857Dd357E982589CFD,17754329,18.2557059556787,30049.408517864278,26771.047904142222,26238.30405084979,0.0
0xda9550086Cd641F515654a857Dd357E982589CFD,17755529,18.09736739649963,29938.0690664048,26771.047904142222,26238.30405084979,0.0
0xda9550086Cd641F515654a857Dd357E982589CFD,17756730,17.878843689248004,29784.728370594323,26771.047904142222,26238.30405084979,0.0
0xda9550086Cd641F515654a857Dd357E982589CFD,17757930,19.407013499907002,30465.17524098794,26771.047904142222,26238.30405084979,0.0
0xda9550086Cd641F515654a857Dd357E982589CFD,17759130,18.52824669082879,29932.373765758282,26771.047904142222,26238.30405084979,0.0
0xda9550086Cd641F515654a857Dd357E982589CFD,17760331,17.417780736875724,29473.487065408066,26771.047904142222,26238.30405084979,0.0
0xda9550086Cd641F515654a857Dd357E982589CFD,17761531,17.53500981779455,29790.94565031914,26771.047904142222,26238.30405084979,0.0
0xda9550086Cd641F515654a857Dd357E982589CFD,17762731,15.539291554181101,29092.4510230983,26771.047904142222,26238.30405084979,0.0
0xda9550086Cd641F515654a857Dd357E982589CFD,17763932,14.504114380868597,28933.024663448727,26771.047904142222,26238.30405084979,0.0
0xda9550086Cd641F515654a857Dd357E982589CFD,17765132,14.605045719782883,29021.397937470236,26771.047904142222,26238.30405084979,0.0
0xda9550086Cd641F515654a857Dd357E982589CFD,17766332,14.909848845523358,29236.753784657078,26771.047904142222,26238.30405084979,0.0
0xda9550086Cd641F515654a857Dd357E982589CFD,17767533,14.825157908421438,29177.212688167943,26771.047904142222,26238.30405084979,0.0
0xda9550086Cd641F515654a857Dd357E982589CFD,17768733,14.882053551405997,29217.692293895667,26771.047904142222,26238.30405084979,0.0
0xda9550086Cd641F515654a857Dd357E982589CFD,17769933,14.988287584034227,29293.127282843987,26771.047904142222,26238.30405084979,0.0
0xda9550086Cd641F515654a857Dd357E982589CFD,17771134,15.144941330260716,29290.95997033127,26771.047904142222,26238.30405084979,0.0
0xda9550086Cd641F515654a857Dd357E982589CFD,17772334,15.536864625159975,29459.291825066513,26771.047904142222,26238.30405084979,0.0
0xda9550086Cd641F515654a857Dd357E982589CFD,17773534,15.163743752773112,29196.60412489288,26771.047904142222,26238.30405084979,0.0
0xda9550086Cd641F515654a857Dd357E982589CFD,17774735,15.323915547983635,29309.55625870942,26771.047904142222,26238.30405084979,0.0
0xda9550086Cd641F515654a857Dd357E982589CFD,17775935,15.25439211324979,29260.876201164312,26771.047904142222,26238.30405084979,0.0
0xda9550086Cd641F515654a857Dd357E982589CFD,17777135,15.230933600024022,29244.6403862979,26771.047904142222,26238.30405084979,0.0
0xda9550086Cd641F515654a857Dd357E982589CFD,17778336,15.587005287725287,29496.088222077695,26771.047904142222,26238.30405084979,0.0
0xda9550086Cd641F515654a857Dd357E982589CFD,17779536,15.847925738359073,29343.27186354401,26771.047904142222,26238.30405084979,0.0
0xda9550086Cd641F515654a857Dd357E982589CFD,17780736,15.872524576974042,29145.471071517455,26771.047904142222,26238.30405084979,0.0
0xda9550086Cd641F515654a857Dd357E982589CFD,17781937,16.027391545817387,29406.111987894372,26771.047904142222,26238.30405084979,0.0
0xda9550086Cd641F515654a857Dd357E982589CFD,17783137,16.081726651136623,29444.785088923847,26771.047904142222,26238.30405084979,0.0
0xda9550086Cd641F515654a857Dd357E982589CFD,17784337,16.289468313771884,29591.869960968506,26771.047904142222,26238.30405084979,0.0
0xda9550086Cd641F515654a857Dd357E982589CFD,17785538,15.64305217932146,29137.3731405154,26771.047904142222,26238.30405084979,0.0
0xda9550086Cd641F515654a857Dd357E982589CFD,17786738,14.880494305663458,28916.524563114166,26771.047904142222,26238.30405084979,0.0
0xda9550086Cd641F515654a857Dd357E982589CFD,17787938,15.000150276597573,29147.57771209774,26771.047904142222,26238.30405084979,0.0
0xda9550086Cd641F515654a857Dd357E982589CFD,17789139,15.154285127097905,29256.388383863574,26771.047904142222,26238.30405084979,0.0
0xda9550086Cd641F515654a857Dd357E982589CFD,17790339,14.861712299010513,29050.923611001053,26771.047904142222,26238.30405084979,0.0
0xda9550086Cd641F515654a857Dd357E982589CFD,17791539,15.077516029211438,29202.499845477967,26771.047904142222,26238.30405084979,0.0
0xda9550086Cd641F515654a857Dd357E982589CFD,17792740,15.806686178552317,29412.034256176335,26771.047904142222,26238.30405084979,0.0
0xda9550086Cd641F515654a857Dd357E982589CFD,17793940,15.677100627338906,29320.61781053846,26771.047904142222,26238.30405084979,0.0
0xda9550086Cd641F515654a857Dd357E982589CFD,17795140,15.555890420515425,29235.284900331444,26771.047904142222,26238.30405084979,0.0
0xda9550086Cd641F515654a857Dd357E982589CFD,17796341,15.642435809365452,29296.248851952405,26771.047904142222,26238.30405084979,0.0
0xda9550086Cd641F515654a857Dd357E982589CFD,17797541,15.641376252646696,29295.54055017098,26771.047904142222,26238.30405084979,0.0
0xda9550086Cd641F515654a857Dd357E982589CFD,17798741,15.654695973345955,29304.981264511298,26771.047904142222,26238.30405084979,0.0
0xda9550086Cd641F515654a857Dd357E982589CFD,17799942,15.603944682118504,29269.290662795287,26771.047904142222,26238.30405084979,0.0
0xda9550086Cd641F515654a857Dd357E982589CFD,17801142,15.919691953605565,29492.231497516077,26771.047904142222,26238.30405084979,0.0
0xda9550086Cd641F515654a857Dd357E982589CFD,17802342,15.850615475387544,29443.43591121534,26771.047904142222,26238.30405084979,0.0
0xda9550086Cd641F515654a857Dd357E982589CFD,17803543,15.737890394628254,29363.886803711,26771.047904142222,26238.30405084979,0.0
0xda9550086Cd641F515654a857Dd357E982589CFD,17804743,15.554145976360997,29234.492363954938,26771.047904142222,26238.30405084979,0.0
0xda9550086Cd641F515654a857Dd357E982589CFD,17805943,15.566389908641007,29243.18043376913,26771.047904142222,26238.30405084979,0.0
0xda9550086Cd641F515654a857Dd357E982589CFD,17807144,15.728845766040319,29357.7444122557,26771.047904142222,26238.30405084979,0.0
0xda9550086Cd641F515654a857Dd357E982589CFD,17808344,14.86961780679402,29120.579567220713,26771.047904142222,26238.30405084979,0.0
0xda9550086Cd641F515654a857Dd357E982589CFD,17809544,15.72084526130793,29723.39748788387,26771.047904142222,26238.30405084979,0.0
0xda9550086Cd641F515654a857Dd357E982589CFD,17810745,15.87804730821952,29477.99042344238,26771.047904142222,26238.30405084979,0.0
0xda9550086Cd641F515654a857Dd357E982589CFD,17811945,15.831067808818206,29444.89519993567,26771.047904142222,26238.30405084979,0.0
0xda9550086Cd641F515654a857Dd357E982589CFD,17813145,15.839292233178643,29450.848832607975,26771.047904142222,26238.30405084979,0.0
